label,text,predicted_class
1,syrian army nears besieged troop deir al zor state tv,True
0,race obsessed mtv host mock trump supporter gonna boycotthamilton afford ticket first place video,Fake
0,chris matthew confused georgia election loss know h selling video,Fake
0,gay voter blacklivesmatter obama,Fake
1,ecuador judge order arrest vice president odebrecht probe,True
1,london museum say serious incident outside working police,True
1,eastern europe nationalist feel vindicated german vote,True
1,london leadenhall market briefly evacuated report suspect package,True
0,john kerry state dept reportedly funneled 9 million daughter foundation,Fake
0,got scoop catherine herridge obama put hand scale justice video,Fake
1,poland allocate additional 55 bllion defense 2032 deputy minister,True
0,mr nice guy trump take glove hammer obama twitter,Fake
0,taylor swift bestie leftist lied raped republican ruin wholesome image,Fake
1,5 star young popular di maio chart course italy pm,True
0,u inauguration historic day mark beginning renewed america first era,Fake
0,blood money diplomacy desperation reuniting palestine,Fake
1,south korean foreign minister say north korea reckless path,True
1,spain 2018 economic growth forecast risk due catalonia deputy pm,True
1,trump south korea moon agree boost defense white house,True
0,jill stein pa vote recount effort looking good crooked hillary,Fake
1,china say ban petroleum export north korea,True
0,boiler room ep 49 real brussels,Fake
1,north korea bark may worse bite threat shoot u bomber,True
0,obama open border policy come serious national security consequence iraqi military trainer caught crossing u mexico border,Fake
1,france macron say work brexit bill even halfway done,True
1,china former u n ambassador moved taiwan role,True
1,u call china use powerful tool oil sway north korea,True
1,france le pen congratulates german far right afd,True
1,catalonia high court asks spanish police provide security case independence,True
1,lebanese woman shot dead four year old son gun accident,True
0,breaking u appeal court deal obama executive amnesty huge blow,Fake
0,easy read chart show bernie sander socialism stepping stone communism,Fake
1,democrat lawmaker punished putting job climate change,True
1,epa exercise enforcement discretion florida power plant,True
1,merkel conservative warned close coalition option,True
1,u requires enhanced screening cargo turkey,True
1,thousand home wrecked huge mexican quake death toll 91,True
1,tap turkey erdogan threatens oil flow iraq kurdish area,True
0,mma fighter jake shield embarrasses coward mask violent 20 1 beating trump supporter video berkeley watched man getting beat mob police help person jump help,Fake
0,sander supporter ready raise hell dnc e mail leak prove dems stole election bernie,Fake
1,nigeria buhari urge calm herdsman kill 19 central plateau state,True
0,temper flare dc bikers trump break protester line rioter trap wife trump supporter trump bikers brawl masked protester video,Fake
0,barack obama final arm export total double bush administration,Fake
1,north korea want war world want regime change u n,True
1,merkel say weakened coalition talk state level defeat,True
1,france unveils labor reform first step shaping economy,True
0,illegal alien demand new bill right include citizenship,Fake
0,lol democrat poster child stupidity tell msnbc host party stand besides hating trump video,Fake
0,begin inspired gay marriage ruling polygamist apply marriage license,Fake
0,unreal obama blame syrian civil war climate change mock wear flag pin video,Fake
0,state oregon take kid loving parent home intelligent enough raise child,Fake
0,wow benghazi victim sister speaks hillary talked family benghazi victim 2 day attack asked feel sad muslim jihadi attacker video,Fake
0,breaking nyc protest get ugly anti american protester battle cop video,Fake
0,picture worth thousand word lone socialist take ironic message trump,Fake
1,u nigerien troop killed ambush patrol niger,True
0,multi millionaire global warming hypocrite leonardo dicaprio,Fake
0,man arrested asking muslim woman excuse,Fake
1,spain give catalan leader 8 day drop independence,True
1,energised challenge tokyo governor expose risk pm abe snap poll decision,True
1,eu cut money turkey tie sour,True
1,putin complains russian medium abroad face unacceptable pressure,True
1,behind bombast north korea genteel foreign minister,True
1,tillerson stress diplomacy north korea amid threat abc,True
0,nyc avis car rental refuse rent car israeli,Fake
1,iceland pm call snap election coalition party quits,True
1,bangladesh grant bail two detained myanmar journalist,True
0,trump supporter react debate clinton news network cnn longer pick president florida give trump rock star treatment fire marshall turn 12000 away,Fake
1,turkey say talk ending eu accession undermines europe,True
0,breaking ramadan update obama islamic jv team yell allahu akbar take 20 foreigner hostage bangladesh restaurant video,Fake
1,eu court migrant ruling come gift wrapped orban election bid,True
1,iran prepared resume curbed nuclear work trump quits deal iranian official,True
0,hillary clinton survives another fbi pantomime,Fake
1,spanish senate could approve catalan direct rule measure soon next week spokeswoman,True
1,san bernardino two adult dead,True
0,new handgun design fold like smartphone really good idea,Fake
0,communist george soros say trump win popular vote landslide,Fake
0,sickening mtv host mock senator jeff session asian grandchild,Fake
1,u n vote new north korea sanction monday afternoon diplomat,True
0,michelle obama dish dirt barack barely got work done bum video,Fake
0,throwback socialist bernie sander used people money pay family member 150k,Fake
0,stunner donald trump next president united state,Fake
0,progressive outraged beyonce white wax figure madame tussaud,Fake
0,mainstream medium fake news 21st century wire debate american liberal academic,Fake
1,lebanon say foil attack warning foreign embassy,True
1,u service member killed iraq ied blast pentagon,True
0,obama tell 60 minute could win third term,Fake
0,gm security valet parking attendant gun save life female stabbing victim massive tech facility,Fake
1,argentine mid term campaign pause body found patagonia,True
0,baltimore overzealous prosecutor busted favoriting racist tweet video,Fake
1,south korean seek visit jointly run factory zone north,True
1,japan pm abe say discus north korea thoroughly trump,True
0,president eisenhower solved illegal immigration problem america,Fake
0,member ep 5 drive wire taxi un patrick matt lee,Fake
1,uk pm may say brexit transition period last around two year,True
0,medium silent president trump make american 4 trillion richer first 6 month compare obama radical first 6 month office,Fake
